Date,Open,High,Low,Close,Adj_Close,Volume,Day
2014-01-06,2.197917,2.197917,2.14375,2.14375,2.049523,98400,72
2014-01-07,2.187083,2.190833,2.184167,2.184167,2.088164,64800,73
2014-01-08,2.228333,2.2325,2.213333,2.2325,2.134372,146400,74
2014-01-09,2.241667,2.241667,2.185417,2.19625,2.099716,60000,75
2014-01-10,2.222083,2.22375,2.20875,2.22375,2.126007,72000,76
2014-01-13,2.2075,2.216667,2.165417,2.169167,2.073823,62400,77
2014-01-14,2.27,2.30125,2.27,2.3,2.198906,96000,78
2014-01-15,2.333333,2.344167,2.32375,2.32375,2.221611,187200,79
2014-01-16,2.32375,2.32375,2.3,2.30125,2.200101,81600,80
2014-01-17,2.250833,2.27875,2.2375,2.256667,2.157477,232800,81
2014-01-21,2.250417,2.259583,2.244167,2.24625,2.147517,67200,82
2014-01-22,2.25625,2.2875,2.25625,2.282083,2.181776,67200,83
2014-01-23,2.260417,2.260417,2.217917,2.241667,2.143137,175200,84
2014-01-24,2.179167,2.205833,2.132083,2.144167,2.049922,408000,85
2014-01-27,2.166667,2.166667,2.095,2.12,2.026817,525600,86
2014-01-28,2.125,2.134167,2.125,2.127083,2.033589,40800,87
2014-01-29,2.114583,2.15625,2.114583,2.116667,2.023631,62400,88
2014-01-30,2.139583,2.174583,2.13375,2.170417,2.075017,50400,89
2014-01-31,2.099167,2.14375,2.087917,2.13125,2.037573,48000,90
2014-02-03,2.1025,2.127917,2.0225,2.025417,1.936391,264000,91
2014-02-04,2.011667,2.047083,2.011667,2.035833,1.94635,52800,92
2014-02-05,2.0125,2.05625,1.997917,2.04375,1.953919,84000,93
2014-02-06,2.060417,2.096667,2.060417,2.09125,1.999331,33600,94
2014-02-07,2.134583,2.1625,2.104167,2.1625,2.06745,72000,95
2014-02-10,2.184167,2.184167,2.159167,2.159167,2.064263,81600,96
2014-02-11,2.199167,2.23,2.199167,2.23,2.131982,38400,97
2014-02-12,2.259583,2.272917,2.239583,2.262917,2.163453,100800,98
2014-02-13,2.257917,2.314583,2.23875,2.31,2.208466,67200,99
2014-02-14,2.2875,2.32875,2.2875,2.326667,2.2244,148800,100
2014-02-18,2.31875,2.345833,2.31875,2.345833,2.242725,144000,101
2014-02-19,2.336667,2.35,2.325833,2.325833,2.223603,84000,102
2014-02-20,2.316667,2.375,2.316667,2.375,2.270609,93600,103
2014-02-21,2.367083,2.375,2.324167,2.335417,2.232765,79200,104
2014-02-24,2.385417,2.4,2.38,2.3825,2.277779,74400,105
2014-02-25,2.341667,2.356667,2.333333,2.356667,2.253082,127200,106
2014-02-26,2.379167,2.425,2.379167,2.397083,2.291721,316800,107
2014-02-27,2.410417,2.410417,2.360417,2.38125,2.276584,216000,108
2014-02-28,2.390833,2.400833,2.377083,2.3825,2.277779,38400,109
2014-03-03,2.31125,2.369167,2.27375,2.34625,2.243122,285600,110
2014-03-04,2.384167,2.429583,2.384167,2.420833,2.314427,364800,111
2014-03-05,2.420833,2.420833,2.4125,2.41875,2.312436,48000,112
2014-03-06,2.452083,2.452083,2.407083,2.435833,2.328768,48000,113
2014-03-07,2.463333,2.463333,2.45,2.45,2.342313,31200,114
2014-03-10,2.459583,2.459583,2.417083,2.444583,2.337134,259200,115
2014-03-11,2.449583,2.47,2.429167,2.43125,2.324386,559200,116
2014-03-12,2.376667,2.450417,2.367917,2.44625,2.338727,542400,117
2014-03-13,2.46875,2.479167,2.355833,2.371667,2.267422,583200,118
2014-03-14,2.385417,2.391667,2.3625,2.366667,2.262642,544800,119
2014-03-17,2.379583,2.423333,2.379583,2.423333,2.316817,441600,120
