Date,Open,High,Low,Close,Adj Close,Volume
2013-10-30,1.996250,1.996250,1.953333,1.960417,1.871248,36000
2013-10-31,1.939583,2.011667,1.939583,1.995833,1.905053,412800
2013-11-01,2.005417,2.005417,1.985417,1.985417,1.895111,69600
2013-11-04,1.987917,1.987917,1.958333,1.961250,1.872043,158400
2013-11-05,1.921250,1.964167,1.921250,1.958333,1.869259,98400
2013-11-06,1.970417,1.982083,1.970000,1.970000,1.880395,74400
2013-11-07,1.956667,1.973333,1.917500,1.917500,1.830283,343200
2013-11-08,1.908750,1.960000,1.908750,1.960000,1.870850,60000
2013-11-11,1.958333,1.958333,1.958333,1.958333,1.869259,7200
2013-11-12,1.937500,1.994583,1.937500,1.990417,1.899883,12000
2013-11-13,1.912500,2.021667,1.912500,2.021667,1.929712,84000
2013-11-14,2.001667,2.004583,1.996667,1.998333,1.907439,84000
2013-11-15,1.989583,2.018750,1.983333,2.018750,1.926928,184800
2013-11-18,2.017500,2.020833,1.995833,1.995833,1.905053,115200
2013-11-19,1.984167,1.984167,1.949167,1.962500,1.873236,55200
2013-11-20,1.955417,1.960417,1.932083,1.932083,1.844203,504000
2013-11-21,1.960833,2.031667,1.960833,2.031667,1.939257,280800
2013-11-22,1.980417,1.990000,1.959167,1.972500,1.882782,84000
2013-11-25,1.964583,1.970833,1.958333,1.968333,1.878804,100800
2013-11-26,1.968750,1.986250,1.965833,1.982917,1.892724,187200
2013-11-27,1.987917,2.002917,1.947083,1.999167,1.908235,504000
2013-11-29,2.004583,2.004583,2.000000,2.000000,1.909030,16800
2013-12-02,1.974583,2.002500,1.974583,1.996250,1.905451,60000
2013-12-03,2.007083,2.007083,1.987083,1.995833,1.905053,28800
2013-12-04,1.995417,2.007083,1.980833,1.986250,1.895906,120000
2013-12-05,2.006667,2.023333,2.003333,2.020833,1.928916,103200
2013-12-06,2.041667,2.086250,2.041667,2.072917,1.978631,300000
2013-12-09,2.096250,2.101250,2.085417,2.092917,1.997721,93600
2013-12-10,2.031250,2.117500,2.031250,2.085417,1.990563,115200
2013-12-11,2.062500,2.062500,2.032917,2.033333,1.940848,26400
2013-12-12,2.039583,2.049167,1.995417,1.998333,1.907439,115200
2013-12-13,2.010417,2.010417,1.984167,1.986250,1.895906,43200
2013-12-16,2.010417,2.059583,2.010417,2.047917,1.954768,177600
2013-12-17,2.050833,2.096667,2.050833,2.082083,1.987380,206400
2013-12-18,2.078750,2.119167,2.045833,2.117083,2.020788,79200
2013-12-19,2.086667,2.100833,2.086667,2.097083,2.001698,62400
2013-12-20,2.137917,2.141250,2.125000,2.125000,2.028345,21600
2013-12-23,2.145000,2.167500,2.145000,2.160000,2.061753,177600
2013-12-24,2.089167,2.180833,2.041667,2.164583,2.069440,165600
2013-12-26,2.189583,2.191667,2.177083,2.188750,2.092545,158400
2013-12-27,2.185417,2.187500,2.176250,2.176667,2.080993,55200
2013-12-30,2.189167,2.209583,2.189167,2.209583,2.112463,98400
2013-12-31,2.212500,2.235833,2.212500,2.222500,2.124812,45600
2014-01-02,2.174583,2.179583,2.160000,2.175833,2.080196,132000
2014-01-03,2.187500,2.195000,2.156667,2.181250,2.085375,60000
2014-01-06,2.197917,2.197917,2.143750,2.143750,2.049523,98400
2014-01-07,2.187083,2.190833,2.184167,2.184167,2.088164,64800
2014-01-08,2.228333,2.232500,2.213333,2.232500,2.134372,146400
2014-01-09,2.241667,2.241667,2.185417,2.196250,2.099716,60000
2014-01-10,2.222083,2.223750,2.208750,2.223750,2.126007,72000
2014-01-13,2.207500,2.216667,2.165417,2.169167,2.073823,62400
2014-01-14,2.270000,2.301250,2.270000,2.300000,2.198906,96000
2014-01-15,2.333333,2.344167,2.323750,2.323750,2.221611,187200
2014-01-16,2.323750,2.323750,2.300000,2.301250,2.200101,81600
2014-01-17,2.250833,2.278750,2.237500,2.256667,2.157477,232800
2014-01-21,2.250417,2.259583,2.244167,2.246250,2.147517,67200
2014-01-22,2.256250,2.287500,2.256250,2.282083,2.181776,67200
2014-01-23,2.260417,2.260417,2.217917,2.241667,2.143137,175200
2014-01-24,2.179167,2.205833,2.132083,2.144167,2.049922,408000
2014-01-27,2.166667,2.166667,2.095000,2.120000,2.026817,525600
2014-01-28,2.125000,2.134167,2.125000,2.127083,2.033589,40800
2014-01-29,2.114583,2.156250,2.114583,2.116667,2.023631,62400
2014-01-30,2.139583,2.174583,2.133750,2.170417,2.075017,50400
2014-01-31,2.099167,2.143750,2.087917,2.131250,2.037573,48000
2014-02-03,2.102500,2.127917,2.022500,2.025417,1.936391,264000
2014-02-04,2.011667,2.047083,2.011667,2.035833,1.946350,52800
2014-02-05,2.012500,2.056250,1.997917,2.043750,1.953919,84000
2014-02-06,2.060417,2.096667,2.060417,2.091250,1.999331,33600
2014-02-07,2.134583,2.162500,2.104167,2.162500,2.067450,72000
2014-02-10,2.184167,2.184167,2.159167,2.159167,2.064263,81600
2014-02-11,2.199167,2.230000,2.199167,2.230000,2.131982,38400
2014-02-12,2.259583,2.272917,2.239583,2.262917,2.163453,100800
2014-02-13,2.257917,2.314583,2.238750,2.310000,2.208466,67200
2014-02-14,2.287500,2.328750,2.287500,2.326667,2.224400,148800
2014-02-18,2.318750,2.345833,2.318750,2.345833,2.242725,144000
2014-02-19,2.336667,2.350000,2.325833,2.325833,2.223603,84000
2014-02-20,2.316667,2.375000,2.316667,2.375000,2.270609,93600
2014-02-21,2.367083,2.375000,2.324167,2.335417,2.232765,79200
2014-02-24,2.385417,2.400000,2.380000,2.382500,2.277779,74400
2014-02-25,2.341667,2.356667,2.333333,2.356667,2.253082,127200
2014-02-26,2.379167,2.425000,2.379167,2.397083,2.291721,316800
2014-02-27,2.410417,2.410417,2.360417,2.381250,2.276584,216000
2014-02-28,2.390833,2.400833,2.377083,2.382500,2.277779,38400
2014-03-03,2.311250,2.369167,2.273750,2.346250,2.243122,285600
2014-03-04,2.384167,2.429583,2.384167,2.420833,2.314427,364800
2014-03-05,2.420833,2.420833,2.412500,2.418750,2.312436,48000
2014-03-06,2.452083,2.452083,2.407083,2.435833,2.328768,48000
2014-03-07,2.463333,2.463333,2.450000,2.450000,2.342313,31200
2014-03-10,2.459583,2.459583,2.417083,2.444583,2.337134,259200
2014-03-11,2.449583,2.470000,2.429167,2.431250,2.324386,559200
2014-03-12,2.376667,2.450417,2.367917,2.446250,2.338727,542400
2014-03-13,2.468750,2.479167,2.355833,2.371667,2.267422,583200
2014-03-14,2.385417,2.391667,2.362500,2.366667,2.262642,544800
2014-03-17,2.379583,2.423333,2.379583,2.423333,2.316817,441600
2014-03-18,2.411667,2.477917,2.402500,2.475000,2.366214,38400
2014-03-19,2.494583,2.505833,2.477500,2.477500,2.368604,40800
2014-03-20,2.453333,2.574167,2.453333,2.566667,2.453852,153600
2014-03-21,2.596250,2.596250,2.516667,2.519167,2.408439,129600
2014-03-24,2.547917,2.547917,2.469167,2.506667,2.396489,129600
2014-03-25,2.533333,2.557083,2.531667,2.537917,2.426365,175200
2014-03-26,2.587083,2.587083,2.483750,2.505833,2.401645,100800
2014-03-27,2.487917,2.487917,2.422500,2.423750,2.322975,72000
2014-03-28,2.472083,2.500833,2.472083,2.478750,2.375689,26400
2014-03-31,2.520833,2.568750,2.520833,2.550000,2.443976,242400
2014-04-01,2.558333,2.608333,2.558333,2.608333,2.499884,72000
2014-04-02,2.608333,2.613750,2.573750,2.606667,2.498287,216000
2014-04-03,2.608333,2.658333,2.608333,2.624583,2.515458,228000
2014-04-04,2.677917,2.677917,2.504167,2.520417,2.415623,170400
2014-04-07,2.480000,2.545833,2.433333,2.481667,2.378485,276000
2014-04-08,2.512500,2.552083,2.500000,2.541667,2.435989,103200
2014-04-09,2.583333,2.598750,2.549167,2.576250,2.469135,52800
2014-04-10,2.587083,2.591667,2.435833,2.449167,2.347335,156000
2014-04-11,2.395833,2.452083,2.360833,2.378750,2.279846,381600
2014-04-14,2.386250,2.435417,2.364583,2.364583,2.266269,105600
2014-04-15,2.420833,2.462917,2.408333,2.457917,2.355722,62400
2014-04-16,2.449167,2.449167,2.390000,2.424583,2.323774,180000
2014-04-17,2.437500,2.525417,2.437500,2.510833,2.406438,184800
2014-04-21,2.543333,2.543750,2.489583,2.540000,2.434391,168000
2014-04-22,2.564167,2.588333,2.478333,2.587917,2.480316,295200
2014-04-23,2.583333,2.595000,2.575000,2.582083,2.474725,48000
2014-04-24,2.632917,2.641667,2.582083,2.607500,2.499086,182400
2014-04-25,2.561667,2.561667,2.447083,2.447917,2.346137,134400
2014-04-28,2.456667,2.500000,2.369167,2.436667,2.335355,117600
2014-04-29,2.450417,2.477917,2.436667,2.468333,2.365705,52800
2014-04-30,2.479167,2.483333,2.470417,2.482500,2.379283,321600
2014-05-01,2.495000,2.510417,2.456667,2.456667,2.354523,225600
2014-05-02,2.482083,2.494583,2.466667,2.471250,2.368500,50400
2014-05-05,2.480417,2.480417,2.437500,2.473750,2.370897,153600
2014-05-06,2.473750,2.500833,2.454583,2.454583,2.352526,84000
2014-05-07,2.467500,2.471667,2.441667,2.457500,2.355322,79200
2014-05-08,2.488750,2.508750,2.488750,2.502917,2.398851,19200
2014-05-09,2.487083,2.487083,2.450000,2.471667,2.368900,297600
2014-05-12,2.539583,2.560417,2.530417,2.552083,2.445973,129600
2014-05-13,2.554167,2.564167,2.509167,2.509167,2.404841,60000
2014-05-14,2.513333,2.513333,2.473750,2.474583,2.371695,100800
2014-05-15,2.443750,2.443750,2.388333,2.404167,2.304207,144000
2014-05-16,2.429167,2.441667,2.417917,2.441667,2.340147,88800
2014-05-19,2.441667,2.510000,2.441667,2.510000,2.405639,67200
2014-05-20,2.485833,2.512917,2.474583,2.474583,2.371695,26400
2014-05-21,2.508750,2.514583,2.498333,2.498750,2.394857,31200
2014-05-22,2.546250,2.546250,2.537083,2.537083,2.431596,33600
2014-05-23,2.536250,2.570833,2.536250,2.570833,2.463943,57600
2014-05-27,2.553333,2.633750,2.553333,2.633333,2.523844,84000
2014-05-28,2.645417,2.667083,2.645417,2.667083,2.556191,86400
2014-05-29,2.707917,2.707917,2.672083,2.672083,2.560983,43200
2014-05-30,2.648750,2.692917,2.648750,2.692083,2.580152,100800
2014-06-02,2.708750,2.726667,2.685417,2.720833,2.607706,204000
2014-06-03,2.735417,2.779167,2.735417,2.779167,2.663615,252000
2014-06-04,2.796667,2.819583,2.775000,2.808333,2.691568,242400
2014-06-05,2.820417,2.838333,2.797500,2.838333,2.720321,165600
2014-06-06,2.860833,2.889583,2.860000,2.872917,2.753467,136800
2014-06-09,2.924583,2.937500,2.892917,2.897917,2.777427,184800
2014-06-10,2.897917,2.934167,2.880833,2.932917,2.810972,160800
2014-06-11,2.954167,2.966250,2.937500,2.942500,2.820157,120000
2014-06-12,2.965000,2.965000,2.919167,2.931667,2.809775,151200
2014-06-13,3.037500,3.096250,3.037500,3.090833,2.962322,319200
2014-06-16,3.102917,3.126250,3.080833,3.110000,2.980692,213600
2014-06-17,3.117500,3.163750,3.109167,3.151667,3.020627,134400
2014-06-18,3.134167,3.149167,3.055000,3.119583,2.989877,244800
2014-06-19,3.117917,3.117917,3.086667,3.108750,2.979494,117600
2014-06-20,3.150000,3.150000,3.118333,3.132083,3.001857,122400
2014-06-23,3.145000,3.162083,3.117917,3.125000,2.995069,232800
2014-06-24,3.110000,3.196667,3.096667,3.117083,2.987481,158400
2014-06-25,3.113750,3.146667,3.108750,3.144583,3.018033,88800
2014-06-26,3.129583,3.129583,3.095000,3.114583,2.989240,124800
2014-06-27,3.108750,3.123750,3.108750,3.117083,2.991640,21600
2014-06-30,3.134583,3.184167,3.134167,3.180417,3.052425,295200
2014-07-01,3.160417,3.269167,3.160417,3.250417,3.119607,228000
2014-07-02,3.248750,3.255000,3.235833,3.245417,3.114809,192000
2014-07-03,3.281250,3.310417,3.274583,3.280833,3.148800,132000
2014-07-07,3.282500,3.294167,3.226667,3.241667,3.111210,273600
2014-07-08,3.220833,3.254583,3.171250,3.209167,3.080017,232800
2014-07-09,3.209167,3.245417,3.209167,3.221250,3.091615,48000
2014-07-10,3.170417,3.274167,3.119167,3.237083,3.106810,182400
2014-07-11,3.261667,3.261667,3.224167,3.255833,3.124805,112800
2014-07-14,3.290417,3.299167,3.270833,3.275833,3.144001,288000
2014-07-15,3.304583,3.307500,3.208333,3.279167,3.147200,151200
2014-07-16,3.374583,3.510417,3.374583,3.506250,3.365144,453600
2014-07-17,3.471250,3.471250,3.342083,3.350833,3.215983,290400
2014-07-18,3.394583,3.429167,3.367500,3.425000,3.287165,273600
2014-07-21,3.435000,3.472500,3.414167,3.458750,3.319556,158400
2014-07-22,3.480000,3.520833,3.477083,3.519167,3.377542,283200
2014-07-23,3.497500,3.497500,3.353750,3.354167,3.219182,501600
2014-07-24,3.339167,3.384583,3.307917,3.333750,3.199587,295200
2014-07-25,3.322917,3.322917,3.191250,3.216667,3.087215,266400
2014-07-28,3.205417,3.221667,3.140833,3.215000,3.085616,278400
2014-07-29,3.233333,3.275833,3.218333,3.219167,3.089615,156000
2014-07-30,3.239167,3.268750,3.217083,3.255417,3.124406,69600
2014-07-31,3.202083,3.208333,3.103750,3.134583,3.008435,331200
2014-08-01,3.174167,3.187500,3.100417,3.151250,3.024431,177600
2014-08-04,3.185417,3.207917,3.125000,3.207917,3.078818,194400
2014-08-05,3.185417,3.188750,3.080417,3.091250,2.966846,288000
2014-08-06,3.070833,3.123333,3.056667,3.112500,2.987241,67200
2014-08-07,3.116667,3.116667,3.032083,3.032083,2.910060,76800
2014-08-08,3.056250,3.087500,3.009583,3.087500,2.963247,112800
2014-08-11,3.125000,3.184167,3.125000,3.150833,3.024031,175200
2014-08-12,3.112083,3.134583,3.087917,3.131667,3.005636,48000
2014-08-13,3.159167,3.255417,3.159167,3.239167,3.108810,144000
2014-08-14,3.261250,3.261250,3.229583,3.242083,3.111609,163200
2014-08-15,3.306667,3.322917,3.260417,3.320833,3.187190,199200
2014-08-18,3.370833,3.370833,3.296667,3.345417,3.210785,348000
2014-08-19,3.392083,3.400000,3.375833,3.394583,3.257972,192000
2014-08-20,3.395833,3.450417,3.395833,3.445000,3.306360,134400
2014-08-21,3.482500,3.499167,3.446250,3.494583,3.353947,117600
2014-08-22,3.491667,3.498750,3.483333,3.485417,3.345150,105600
2014-08-25,3.520833,3.520833,3.429583,3.442083,3.303560,273600
2014-08-26,3.482083,3.483750,3.437500,3.447500,3.308759,252000
2014-08-27,3.448333,3.473750,3.420417,3.451667,3.312759,64800
2014-08-28,3.422917,3.479583,3.416667,3.466667,3.327155,223200
2014-08-29,3.510833,3.533750,3.498333,3.513750,3.372343,297600
2014-09-02,3.555417,3.555417,3.461667,3.494583,3.353947,372000
2014-09-03,3.533333,3.533333,3.492917,3.505417,3.364346,300000
2014-09-04,3.545000,3.589167,3.519583,3.533333,3.391139,928800
2014-09-05,3.549583,3.579167,3.542500,3.577500,3.433527,158400
2014-09-08,3.583333,3.635000,3.580417,3.603333,3.458321,252000
2014-09-09,3.622083,3.622083,3.523333,3.528333,3.386340,144000
2014-09-10,3.557500,3.557500,3.497083,3.535833,3.393537,132000
2014-09-11,3.513333,3.529167,3.485417,3.523333,3.381541,93600
2014-09-12,3.530833,3.530833,3.454167,3.456667,3.317557,192000
2014-09-15,3.460833,3.480417,3.380833,3.389167,3.252774,379200
2014-09-16,3.344583,3.502917,3.344583,3.500000,3.359146,127200
2014-09-17,3.523333,3.574167,3.511250,3.537083,3.394737,180000
2014-09-18,3.580417,3.614583,3.541667,3.614583,3.469118,172800
2014-09-19,3.625000,3.625833,3.533333,3.553333,3.410333,124800
2014-09-22,3.546667,3.546667,3.448333,3.464583,3.325154,151200
2014-09-23,3.417500,3.469583,3.417500,3.447083,3.308359,177600
2014-09-24,3.466667,3.518750,3.453750,3.512500,3.373876,141600
2014-09-25,3.502083,3.502083,3.357083,3.392917,3.259012,232800
2014-09-26,3.429167,3.468333,3.413333,3.451667,3.315444,52800
2014-09-29,3.400833,3.524167,3.400833,3.524167,3.385083,139200
2014-09-30,3.522917,3.522917,3.447500,3.464583,3.327850,780000
2014-10-01,3.416667,3.416667,3.270833,3.287500,3.157756,648000
2014-10-02,3.314583,3.314583,3.144583,3.239583,3.111730,432000
2014-10-03,3.254583,3.297917,3.254583,3.285417,3.155756,288000
2014-10-06,3.293333,3.307917,3.197917,3.233333,3.105727,127200
2014-10-07,3.191667,3.194167,3.106250,3.106250,2.983660,153600
2014-10-08,3.125000,3.255417,3.056250,3.252917,3.124538,266400
2014-10-09,3.223333,3.225833,3.079167,3.079167,2.957645,69600
2014-10-10,2.968750,2.968750,2.409167,2.672500,2.567027,1332000
2014-10-13,2.674583,2.720000,2.570833,2.570833,2.469373,741600
2014-10-14,2.600833,2.747917,2.600833,2.670000,2.564626,424800
2014-10-15,2.582917,2.676667,2.467083,2.657500,2.552620,1070400
2014-10-16,2.595000,2.742500,2.528750,2.677917,2.572231,480000
2014-10-17,2.758333,2.819167,2.739583,2.739583,2.631463,972000
2014-10-20,2.736667,2.822917,2.702500,2.820833,2.709507,369600
2014-10-21,2.889583,3.019167,2.884167,3.019167,2.900013,343200
2014-10-22,3.068333,3.068333,2.953333,2.953333,2.836778,340800
2014-10-23,3.015833,3.079167,3.015833,3.031667,2.912019,751200
2014-10-24,3.031667,3.120833,3.031667,3.102917,2.980457,208800
2014-10-27,3.108333,3.129167,3.043750,3.129167,3.005672,338400
2014-10-28,3.148750,3.216667,3.148750,3.216667,3.089718,180000
2014-10-29,3.229583,3.257083,3.185833,3.256250,3.127739,285600
2014-10-30,3.200000,3.209583,3.069167,3.116667,2.993665,628800
2014-10-31,3.270000,3.382083,3.270000,3.382083,3.248606,1178400
2014-11-03,3.375000,3.464167,3.350833,3.437500,3.301836,585600
2014-11-04,3.391667,3.476250,3.391667,3.429583,3.294232,681600
2014-11-05,3.454167,3.454167,3.408333,3.437500,3.301836,196800
2014-11-06,3.475000,3.498750,3.408750,3.451250,3.315043,165600
2014-11-07,3.473750,3.480833,3.350000,3.386667,3.253010,228000
2014-11-10,3.366250,3.416667,3.357083,3.400000,3.265816,1108800
2014-11-11,3.408750,3.408750,3.385417,3.387917,3.254210,132000
2014-11-12,3.376250,3.400417,3.357917,3.400417,3.266216,74400
2014-11-13,3.437917,3.464583,3.400417,3.416667,3.281825,110400
2014-11-14,3.393333,3.470833,3.364583,3.468333,3.331452,386400
2014-11-17,3.456250,3.459167,3.386667,3.455833,3.319445,36000
2014-11-18,3.475417,3.602083,3.473333,3.584167,3.442714,146400
2014-11-19,3.537500,3.573750,3.489167,3.530000,3.390685,216000
2014-11-20,3.517083,3.667083,3.462083,3.664583,3.519957,141600
2014-11-21,3.734167,3.747917,3.654167,3.686667,3.541170,256800
2014-11-24,3.737083,3.801667,3.710417,3.769583,3.620813,237600
2014-11-25,3.825000,3.825000,3.770833,3.794583,3.644827,412800
2014-11-26,3.812500,3.958750,3.799167,3.958750,3.802515,249600
2014-11-28,3.942917,4.020000,3.942917,3.982917,3.825728,211200
2014-12-01,3.981250,4.005833,3.882917,3.916250,3.761692,312000
2014-12-02,3.916250,3.990000,3.901667,3.986250,3.828929,132000
2014-12-03,4.040000,4.127083,4.033333,4.109167,3.946996,319200
2014-12-04,4.112500,4.151250,4.083333,4.129167,3.966206,206400
2014-12-05,4.152917,4.203750,4.152917,4.203750,4.037846,345600
2014-12-08,4.187500,4.203750,4.016667,4.067500,3.906972,432000
2014-12-09,4.005000,4.068333,3.890417,4.041250,3.881759,458400
2014-12-10,4.017500,4.058750,3.892083,3.908750,3.754488,211200
2014-12-11,4.036667,4.056250,3.884583,3.990417,3.832932,216000
2014-12-12,3.917917,3.958333,3.833750,3.851250,3.699257,314400
2014-12-15,3.867083,3.952917,3.757500,3.782917,3.633621,412800
2014-12-16,3.750000,3.878750,3.708750,3.750000,3.602004,163200
2014-12-17,3.712500,3.860833,3.681667,3.860833,3.708462,266400
2014-12-18,4.028750,4.028750,3.946667,4.013333,3.854944,163200
2014-12-19,4.049167,4.049167,3.926250,3.948333,3.792508,235200
2014-12-22,3.975000,4.082917,3.975000,4.077500,3.937979,292800
2014-12-23,4.149583,4.154583,4.085417,4.085833,3.946028,448800
2014-12-24,4.063333,4.115833,4.063333,4.114583,3.973792,84000
2014-12-26,4.166667,4.166667,4.085833,4.104583,3.964137,96000
2014-12-29,4.087500,4.087500,4.033750,4.077500,3.937979,112800
2014-12-30,4.058750,4.058750,3.992083,3.994167,3.857498,156000
2014-12-31,3.977500,4.072500,3.917500,3.917500,3.783454,153600
2015-01-02,3.931667,4.037500,3.877917,3.935833,3.801160,429600
2015-01-05,3.927083,3.927083,3.795417,3.812083,3.681644,703200
2015-01-06,3.803333,3.803333,3.617500,3.636250,3.511828,640800
2015-01-07,3.657083,3.742083,3.657083,3.701667,3.575006,230400
2015-01-08,3.780417,3.940000,3.780417,3.930833,3.796331,326400
2015-01-09,3.954583,3.981250,3.834167,3.933333,3.798745,211200
2015-01-12,3.928333,3.928333,3.785833,3.828750,3.697741,180000
2015-01-13,3.875417,3.995833,3.729167,3.775833,3.646635,312000
2015-01-14,3.750000,3.778750,3.649583,3.716667,3.589493,261600
2015-01-15,3.733750,3.792500,3.648333,3.650417,3.525511,134400
2015-01-16,3.625000,3.767500,3.586250,3.759167,3.630539,184800
2015-01-20,3.750000,3.791667,3.682917,3.767500,3.638587,290400
2015-01-21,3.760000,3.910417,3.731667,3.872500,3.739995,513600
2015-01-22,3.929167,3.957917,3.761250,3.932083,3.797538,247200
2015-01-23,3.928750,3.965417,3.744167,3.904167,3.770577,705600
2015-01-26,3.872500,3.875833,3.822083,3.875833,3.743213,184800
2015-01-27,3.781667,3.781667,3.611667,3.669583,3.544020,259200
2015-01-28,3.744583,3.780000,3.604167,3.604167,3.480843,194400
2015-01-29,3.613333,3.681250,3.560417,3.681250,3.555289,141600
2015-01-30,3.613333,3.695000,3.500417,3.500417,3.380643,813600
2015-02-02,3.520417,3.526250,3.384167,3.521667,3.401165,288000
2015-02-03,3.524583,3.627083,3.516667,3.627083,3.502974,208800
2015-02-04,3.619583,3.695833,3.618333,3.644167,3.519474,141600
2015-02-05,3.695833,3.746250,3.679167,3.723333,3.595931,148800
2015-02-06,3.745417,3.782917,3.650417,3.650417,3.525511,148800
2015-02-09,3.634167,3.634167,3.562500,3.579167,3.456698,321600
2015-02-10,3.630833,3.784167,3.622500,3.765417,3.636575,165600
2015-02-11,3.791667,3.854167,3.745833,3.780417,3.651062,187200
2015-02-12,3.865417,3.935833,3.835000,3.935833,3.801160,129600
2015-02-13,3.960417,3.977917,3.895417,3.955000,3.819671,412800
2015-02-17,3.970833,4.040833,3.953750,4.036250,3.898141,189600
2015-02-18,4.055417,4.055417,3.975000,3.975417,3.839389,124800
2015-02-19,3.985417,4.027083,3.977917,3.980417,3.844218,62400
2015-02-20,4.006250,4.045833,3.957083,4.028333,3.890495,132000
2015-02-23,4.015833,4.015833,3.927500,3.960417,3.824903,199200
2015-02-24,3.964167,4.105417,3.964167,4.087500,3.947638,124800
2015-02-25,4.034583,4.051667,4.011667,4.015000,3.877619,64800
2015-02-26,4.078333,4.092500,4.033333,4.083750,3.944015,163200
2015-02-27,4.130000,4.130000,4.019583,4.019583,3.882045,588000
2015-03-02,4.040417,4.223333,4.040417,4.223333,4.078823,559200
2015-03-03,4.192917,4.192917,4.064167,4.100417,3.960112,182400
2015-03-04,3.987917,4.058750,3.979167,4.046250,3.907798,122400
2015-03-05,4.060000,4.100000,4.016250,4.051667,3.913030,105600
2015-03-06,4.010417,4.029583,3.917083,3.917083,3.783052,211200
2015-03-09,3.928750,3.934583,3.909583,3.930417,3.795929,86400
2015-03-10,3.882083,3.888333,3.755000,3.781250,3.651867,276000
2015-03-11,3.825000,3.893750,3.817500,3.830417,3.699351,105600
2015-03-12,3.719167,3.767083,3.635833,3.715000,3.587883,331200
2015-03-13,3.676250,3.775000,3.646667,3.775000,3.645831,136800
2015-03-16,3.791667,3.852500,3.784167,3.841667,3.710216,132000
2015-03-17,3.829167,3.829167,3.731250,3.778333,3.649050,98400
2015-03-18,3.750417,3.876250,3.708333,3.854167,3.722288,110400
2015-03-19,3.865417,3.880417,3.848333,3.848750,3.717057,86400
2015-03-20,3.868750,4.015417,3.868750,3.986667,3.850255,91200
2015-03-23,4.007083,4.013750,3.916250,3.916250,3.782247,216000
2015-03-24,3.967917,3.967917,3.880000,3.885417,3.752469,45600
2015-03-25,3.885833,3.885833,3.495833,3.495833,3.380965,367200
2015-03-26,3.404167,3.554167,3.307917,3.521250,3.405547,273600
2015-03-27,3.526250,3.816250,3.495000,3.807083,3.681988,312000
2015-03-30,3.785833,3.868333,3.738750,3.802917,3.677959,146400
2015-03-31,3.781250,3.781250,3.717083,3.717083,3.594945,501600
2015-04-01,3.677917,3.681667,3.613333,3.627083,3.507902,211200
2015-04-02,3.624167,3.690000,3.624167,3.632917,3.513545,31200
2015-04-06,3.583333,3.717083,3.541667,3.717083,3.594945,252000
2015-04-07,3.649583,3.738333,3.649583,3.678750,3.557872,45600
2015-04-08,3.721250,3.727083,3.701250,3.701250,3.579632,16800
2015-04-09,3.682500,3.806250,3.682500,3.784583,3.660228,141600
2015-04-10,3.817083,3.862917,3.808333,3.862917,3.735987,136800
2015-04-13,3.874583,3.880417,3.800833,3.800833,3.675942,62400
2015-04-14,3.823333,3.823333,3.701250,3.723333,3.600991,115200
2015-04-15,3.771250,3.932917,3.771250,3.898750,3.770643,146400
2015-04-16,3.916250,3.916250,3.856250,3.871250,3.744046,79200
2015-04-17,3.808750,3.841667,3.725833,3.725833,3.603407,136800
2015-04-20,3.749583,3.864167,3.749583,3.853333,3.726718,132000
2015-04-21,3.864167,3.888333,3.851250,3.864167,3.737196,45600
2015-04-22,3.898750,3.945000,3.885000,3.945000,3.815373,52800
2015-04-23,3.760417,3.826667,3.747917,3.812500,3.687227,38400
2015-04-24,3.815000,3.815000,3.634583,3.675000,3.554245,196800
2015-04-27,3.672500,3.767917,3.670000,3.670000,3.549409,96000
2015-04-28,3.645000,3.720000,3.625000,3.698333,3.576812,67200
2015-04-29,3.653333,3.708333,3.622083,3.677500,3.556663,84000
2015-04-30,3.665417,3.699167,3.591667,3.606667,3.488157,264000
2015-05-01,3.683333,3.823333,3.683333,3.821250,3.695689,112800
2015-05-04,3.815833,3.833333,3.782083,3.807917,3.682795,307200
2015-05-05,3.795000,3.795000,3.641667,3.657083,3.536916,151200
2015-05-06,3.663750,3.667083,3.560833,3.623333,3.504275,93600
2015-05-07,3.635833,3.704167,3.635833,3.704167,3.582453,50400
2015-05-08,3.753750,3.790833,3.728750,3.787083,3.662645,62400
2015-05-11,3.757083,3.780000,3.740833,3.740833,3.617915,19200
2015-05-12,3.698750,3.737500,3.652500,3.696667,3.575201,115200
2015-05-13,3.746667,3.750000,3.743750,3.743750,3.620736,16800
2015-05-14,3.787500,3.887500,3.782083,3.852500,3.725912,122400
2015-05-15,3.852500,3.887500,3.835000,3.835000,3.708987,69600
2015-05-18,3.875000,3.960417,3.875000,3.960417,3.830284,156000
2015-05-19,3.987500,3.987500,3.927083,3.927083,3.798045,64800
2015-05-20,3.844167,4.003333,3.843750,4.003333,3.871789,117600
2015-05-21,3.960000,3.960417,3.858333,3.948333,3.818597,165600
2015-05-22,3.965417,4.027500,3.965417,4.000833,3.869372,136800
2015-05-26,3.959583,3.959583,3.892083,3.892083,3.764195,38400
2015-05-27,4.040417,4.250833,4.040417,4.224167,4.085367,273600
2015-05-28,4.208333,4.272083,4.202083,4.238750,4.099471,187200
2015-05-29,4.308750,4.344167,4.275000,4.297917,4.156693,98400
2015-06-01,4.333333,4.374583,4.252500,4.283333,4.142589,96000
2015-06-02,4.167083,4.202917,4.166667,4.179167,4.041845,76800
